sector,Carbon Footprint [kg CO2-eq.],Land footprint [km2],Material footprint [kt],Water footprint [Mm3],Energy footprint [TJ]
Secondary raw materials,6838126.273869401,6.233328355818126,19.25820505360152,0.05960458895838673,522.8254717708842
"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,0.0,0.0,0.0
Electricity by coal,19799991.45312682,37.38424023460276,391.32737727143086,0.21622562641524107,3976.3451141795044
Electricity by gas,6383682.471915334,31.835898664423443,17.45590213924248,0.13776715091830932,637.6336464884907
Electricity by nuclear,156198575.13395584,2441.0463186406705,760.9561145171643,1.8261026484240104,764340.8003720178
Electricity by hydro,160169275.56220388,2608.596500303322,798.0352941088136,1.5727844460253437,442863.84618976724
Electricity by wind,10617417.162853358,89.57694057344331,37.5732446150499,0.18130672539399548,40373.0932651476
Electricity by petroleum and other oil derivatives,12039293.35646992,35.98979897170393,66.08896545494271,0.0642655912516996,915.5471405023775
Electricity by biomass and waste,80916465.0274347,230.32127104412137,197.62781777008166,10.058813929602302,22983.797339820776
Electricity by solar photovoltaic,748749.6142707336,1.5623665891001655,1.4959141209671178,0.02311729811086598,49.947230258547435
Electricity by solar thermal,0.0,0.0,0.0,0.0,0.0
"Electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0
Electricity by Geothermal,10.736711434099123,3.5176065062637687e-06,1.6139602844262237e-05,6.253423841337092e-08,0.0004237660429010554
Electricity nec,2774092.274196947,30.568090926603592,10.996046258602572,0.04478004786391019,549.4315927741865
Transmission services of electricity,113445807.20605554,1490.4207972290737,476.2697122270427,1.110452476362733,18554.200478367566
Distribution and trade services of electricity,500231609.4891659,6661.718700501998,2095.6638070885897,4.91308605368983,82192.08856630683
Coke oven gas,0.0,0.0,0.0,0.0,0.0
Blast Furnace Gas,0.0,0.0,0.0,0.0,0.0
Oxygen Steel Furnace Gas,0.0,0.0,0.0,0.0,0.0
Gas Works Gas,713784.0322281393,0.9257753518352698,0.3642502983623854,0.0013621458865588133,121.79625270634268
Biogas,28023133.2279837,8.79851683732127,7.750549502739522,0.050118318127120365,4366.352203827353
Distribution services of gaseous fuels through mains,198604901.36518896,87.45097161190246,47.29423461746604,0.32509273511150377,31125.366607432756
Steam and hot water supply services,8750487838.358532,4630.186043090803,5207.312350419225,3.950489864569735,904792.9289052843
"Collected and purified water, distribution services of water (41)",0.0,0.0,0.0,0.0,0.0
Construction work (45),8301952566.296412,44876.144525614785,69771.84581224268,80.64341729675672,704052.046290748
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,0.0,0.0,0.0
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",41892038.785272546,11.208260772767854,14.504292108451933,0.19495279780239472,2014.217210800613
Retail trade services of motor fuel,6584698.638250383,5.496888357879438,4.840005271635445,0.06394676653568433,423.00073822669907
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",339621234.87817484,282.96932015342793,417.10394897738365,4.935583104281335,19025.344134391442
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",343927603.38447917,106.87690657446639,128.78030854429343,1.7938719389019866,16951.11501148068
Hotel and restaurant services (55),2789740157.9513607,9078.851861443896,4864.867683361482,116.36211047538733,139090.27087833834
Railway transportation services,332653656.4021674,336.3038352682728,420.9882204577972,3.0704947404365472,33050.74519410948
Other land transportation services,596727842.0729196,456.633336686766,600.9459317857777,4.767466537823128,59113.52063131186
Transportation services via pipelines,0.0,0.0,0.0,0.0,0.0
Sea and coastal water transportation services,202327326.22464156,44.94052725852742,48.655098732331034,0.4707183254907473,7206.78054683397
Inland water transportation services,160327197.06385797,36.78206456504624,34.42060089181393,0.23731714590109124,5058.4504744312135
Air transport services (62),2132911687.3879004,552.1667024634603,785.5698542795135,8.26593864296018,110156.01343064872
Supporting and auxiliary transport services; travel agency services (63),2740865886.1244445,2091.9336089196136,3430.6197901268683,26.634195641101172,160178.3401409842
Post and telecommunication services (64),767220901.6928496,997.683777971709,908.9426259332798,13.347164961856254,46228.10404812281
"Financial intermediation services, except insurance and pension funding services (65)",599335542.7620448,680.1414497677052,573.7004559239838,8.167007897673102,30215.559508558
"Insurance and pension funding services, except compulsory social security services (66)",407852201.6301395,572.5047361615042,636.0375061947501,5.7400064635807535,24277.406069405843
Services auxiliary to financial intermediation (67),14602407.807618035,25.370714768087463,23.443541080529936,0.3057425350010054,1012.8489857956624
Real estate services (70),4770337424.840401,19297.908871779073,20392.65535310032,80.51904334132342,396930.11599489505
Renting services of machinery and equipment without operator and of personal and household goods (71),323825982.62044454,502.2463301554125,636.0201503209493,8.988884257390804,25956.019259339686
Computer and related services (72),1839475717.910643,3018.309414314897,3294.7887377238812,31.523643435225225,122909.82031487563
Research and development services (73),172842394.98211336,451.8658310374039,265.28015604223094,9.053516979651786,8649.638285342953
Other business services (74),558406071.767215,1144.6558178581533,1006.7601862241659,14.70275916992674,37351.192875273104
Public administration and defence services; compulsory social security services (75),2322561960.2966185,4676.813194787164,5090.749373547491,42.994051906446195,181755.8417059874
Education services (80),1608929974.3356316,4951.641201380171,3594.5974633595006,37.295658644552496,130658.60361664629
Health and social work services (85),2788107209.077803,8285.973591607537,6158.870008415069,76.40824288350868,228496.00221684604
Food waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Paper waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Plastic waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Intert/metal waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Textiles waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Wood waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Oil/hazardous waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0
Food waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0
Paper waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0
Sewage sludge for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0
Food waste for treatment: composting and land application,0.0,0.0,0.0,0.0,0.0
Paper and wood waste for treatment: composting and land application,0.0,0.0,0.0,0.0,0.0
Food waste for treatment: waste water treatment,0.0,0.0,0.0,0.0,0.0
Other waste for treatment: waste water treatment,0.0,0.0,0.0,0.0,0.0
Food waste for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Paper for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Plastic waste for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Inert/metal/hazardous waste for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Textiles waste for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Wood waste for treatment: landfill,0.0,0.0,0.0,0.0,0.0
Membership organisation services n.e.c. (91),2102769145.6820855,5950.826320139952,4787.108403010832,38.30950492350373,257287.0788584999
"Recreational, cultural and sporting services (92)",1079668523.6085231,3919.331791139979,2580.996390457888,32.445264549237436,80977.61744762395
Other services (93),399431012.71924007,1357.5833445798066,681.8343857707065,5.181718238827697,39823.16418904136
Private households with employed persons (95),1106689.8983192998,1.26913282789358,2.673500268448128,0.02147138822426707,341.97160084026586
Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0
